"ID","Status","Project","Product","Short_Name","Description","Access","Documentation","Version","DOI","Variable","Start","End","Region","Polygon","Released","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6","EO_Missions"
173,"ONGOING","The 4D-Earth Swarm project","CHAOS field model","chaos-field-model-4d-earth-swarm","Updated versions of the CHAOS-7 geomagnetic field model (Finlay et al., 2020), using Swarm baseline 0601 data up to end of June 2021 and ground observatory data as available in May 2021 (see above for data files). Model coefficients for the time-dependent internal field are provided in spline coefficient and shc format, while the .mat file contains all parts of the model.","http://www.spacecenter.dk/files/magnetic-models/CHAOS-7/CHAOS-7.8.mat",,"7,8","https://doi.org/10.1186/s40623-020-01252-9","Geomagnetic field",,,"Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2020.10.20","Solid Earth","Magnetosphere_Ionosphere",,,,,"SWARM; CryoSat-2; CHAMP; SAC-C; OERSTED"
174,"ONGOING","The 4D-Earth Swarm project","Vector and scalar satellite data files as used in the CHAOS field model","satellite-data-chaos-field-model-4d-earth-swarm","Updated versions of ascii files containing the selected vector and scalar satellite data (from the Swarm, CHAMP, Oersted and Cryosat-2 satellites) used in building the CHAOS-7.8 field model. Estimates of the crustal and external fields from CHAOS-7.8 are also provide for each datum, so users interested in the core field can subtract these if wished. File headers specify the exact content.","http://www.spacecenter.dk/files/magnetic-models/CHAOS-7/CHAOS-7_8_data.zip",,"7,9","https://doi.org/10.1186/s40623-020-01252-10","Geomagnetic field",,,"Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2020.10.21","Solid Earth","Magnetosphere_Ionosphere",,,,,"SWARM; CryoSat-2; CHAMP; SAC-C; OERSTED"
175,"ONGOING","The 4D-Earth Swarm project","Geodynamo simulation data_Earth core","geodynamo-simulation-4d-earth-swarm","Long time series of outputs from a geodynamo model approaching Earthâ€™s core conditions and a catalogue of simulated jerks from a geodynamo model approaching Earthâ€™s core conditions","https://4d-earth-swarm.univ-grenoble-alpes.fr/data","http://www.ipgp.fr/~aubert/4dearth.html",,,"Geomagnetic field",,,"Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2020.10.22","Solid Earth","Magnetosphere_Ionosphere",,,,,"SWARM; CryoSat-2; CHAMP; SAC-C; OERSTED"
176,"Planned","VAD3EMECUM. Vegetation and drought: towards improved data-driven estimated of ecosystem carbon fluxes under moisture stress","Gross and net Carbon Flux Estimates_Fluxcom2.0 Carbon","gross-net-carbon-flux-lpf-vad3emecum","Data-driven gross and net carbon flux estimates from machine-learning based on eddy-covariance measurements and space-born measurements, where EO data streams from different sensors and spectral regions are integrated with the specific objective of a more accurate representation of drought effects on carbon fluxes.","http://www.fluxcom.org/CF-Download/","http://www.fluxcom.org/CF-Download/",,,"CO2 flux","2003.01.01","2021.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","Planned","Land",,,,,,"Sentinel-5p; SMOS; MeteoSat;  MODIS"
177,"ONGOING","WATER CYCLE CHANGES CHARACTERISED FROM ATMOSPHERIC MOISTURE RECYCLING (WEATHER)","GOSAT PBL XH2O and Stable Water Vapour Isotopologues_Global","water-vapour-isotopologues-lpf-weather","L2 product of column water vapour (XH2O) and stable isotope XHDO, partial column water vapour from the planetary boundary layer XH2O_PBL","https://archive.ceda.ac.uk/",,,,"HDO","2009.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2020.09.30","Atmosphere",,,,,,"GOSAT"
178,"ONGOING","WIFT: Water vapour Isotopologues From TROPOMI","HDO/H2O non-scattering product_S5p-TROPOMI","total-column-h2o-hdo-clear-sky-lpf-wift","total columns of H2O and HDO for clear-sky scenes","ftp://ftp.sron.nl/open-access-data-2/TROPOMI/tropomi/hdo/9_1/",,,,"HDO","2017.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2019.06.11","Atmosphere",,,,,,"Sentinel-5p"
179,"ONGOING","WIFT: Water vapour Isotopologues From TROPOMI","HDO/H2O scattering product_S5p-TROPOMI","total-column-h2o-hdo-cloudy-lpf-wift","total columns of H2O and HDO for cloudy and clear-sky scenes","https://tropomi.grid.surfsara.nl/hdo/",,,,"HDO","2017.01.01","2022.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.05.17","Atmosphere",,,,,,"Sentinel-5p"
180,"ONGOING","World Ocean circulation","Wind stress vector (& anomalies)_Hourly_ERA5","wind-stress-vector-world-ocean-circulation","Hourly stress equivalent wind and wind stress components at 10-m from ERA*, which consists of ECMWF ERA5 output, converted to U10S and stress, and then corrected using several scatterometer data sources","https://www.worldoceancirculation.org/Products","https://drive.google.com/file/d/17yYD7nhG4lEOkiyFCEQcoPOY0ziJaHMW/view?usp=sharing",,,Wind stress,"2019.01.01","2019.12.31","Agulhas","[[[19.9931766896,-34.845355958],[20.0417410996,-34.845355958],[20.0417410996,-34.8205312217],[19.9931766896,-34.8205312217],[19.9931766896,-34.845355958]]]","2021.11.30","Oceans",,,,,,
181,"ONGOING","World Ocean circulation","Gridded Surface Current_Oceans_Agulhas","gridded-surface-current-world-ocean-circulation","3-Hourly geostrophic horizontal current (northward and eastward components) from the Back-and-Forth nudging algorithm (Le Guillou et al., 2021) deployed in the Agulhas region","https://www.worldoceancirculation.org/Products","https://drive.google.com/file/d/1trfgS_-2eWpvRaUggQnHt8lCVuS519_Q/view?usp=sharing",,,"Ocean surface currents (vector)","2019.01.01","2019.12.31","Agulhas","[[[19.9931766896,-34.845355958],[20.0417410996,-34.845355958],[20.0417410996,-34.8205312217],[19.9931766896,-34.8205312217],[19.9931766896,-34.845355958]]]","2021.11.30","Oceans",,,,,,
182,"ONGOING","World Ocean circulation","Doppler derived surface current_Agulhas_S1","doppler-derived-surface-current-world-ocean-circulation","Sentinel-1 IW Ocean Surface Current Radial Velocity product in Agulhas current","https://www.worldoceancirculation.org/Products","https://drive.google.com/file/d/1X2RyNDp550pSnQik6tX0g2WwsWiS6ioz/view?usp=sharing",,,"Ocean surface currents (vector)","2019.01.01","2019.12.31","Agulhas","[[[19.9931766896,-34.845355958],[20.0417410996,-34.845355958],[20.0417410996,-34.8205312217],[19.9931766896,-34.8205312217],[19.9931766896,-34.845355958]]]","2021.11.30","Oceans",,,,,,
183,"Planned","World Ocean circulation","Daily 3D ocean currents_North Atlantic","daily-3d-ocean-currents-world-ocean-circulation","North Atlantic data-driven 3D Currents and Tracers (NATL3D), data-driven reconstruction of the 3D Currents and Tracers in the North Atlantic obtained by applying artificial intelligence and dynamical diagnostic models to a combination of in situ and satellite data","https://www.worldoceancirculation.org/Products",,,,"Ocean surface currents (vector)","2010.01.01","2018.12.31","North Atlantic","[[[-76.002623842,20.4479407425],[6.4276376583,20.4479407425],[6.4276376583,50.7093121683],[-76.002623842,50.7093121683],[-76.002623842,20.4479407425]]]","Planned","Oceans",,,,,,
184,"ONGOING","World Ocean circulation","Daily 2D ocean surface currents_North Atlantic","daily-2d-ocean-currents-world-ocean-circulation","North Atlantic Merged SSH-SST Surface Currents (NATL2D), surface current product combining altimeter-derived geostrophic currents and satellite L4 SST","https://www.worldoceancirculation.org/Products","https://drive.google.com/file/d/1miczcOz8cvUXKyGj7Rfg8ESZhxea98KE/view?usp=sharing",,,"Ocean surface currents (vector)","2010.01.01","2018.12.31","North Atlantic","[[[-76.002623842,20.4479407425],[6.4276376583,20.4479407425],[6.4276376583,50.7093121683],[-76.002623842,50.7093121683],[-76.002623842,20.4479407425]]]","2021.11.30","Oceans",,,,,,
185,"ONGOING","World Ocean circulation","Oceanic/current fronts_Gibraltar","oceanic-current-fronts-world-ocean-circulation","Fronts derived from remote sensing SST observations by SEVIRI L3C from OSISAF and microwave  OI L4 SST from REMSS, over Agulhas region, (Western only for SEVIRI) North Atlantic.","https://www.worldoceancirculation.org/Products","https://drive.google.com/file/d/1GIxRA1xJ5I-ch7aXSqh9I_y-YGBe3xfM/view?usp=sharing",,,"Ocean surface currents (vector)","2010.01.01","2020.12.31","Gibraltar","[[[-5.4006553,36.05875496],[-5.27666114,36.05875496],[-5.27666114,36.15503755],[-5.4006553,36.15503755],[-5.4006553,36.05875496]]]","2021.11.30","Oceans",,,,,,
186,"ONGOING","World Ocean circulation","Total surface current_North-Atlantic","total-surface-current-north-atlantic-world-ocean-circulation","North Altantic Total Surface Current, contains the total surface current including CMEMS geostrophy and Ekman+Near-Inertial currents estimated from ERA5-10m winds with an empirically-adjusted 1D - depth model (Ubelmann et al., in prep)","https://www.worldoceancirculation.org/Products","https://drive.google.com/file/d/1mZKXo2sbp5J80sk4dcRe8nLSYtmxzkAg/view?usp=sharing",,,"Ocean surface currents (vector)","2011.01.01","2011.12.31","North Atlantic","[[[-76.002623842,20.4479407425],[6.4276376583,20.4479407425],[6.4276376583,50.7093121683],[-76.002623842,50.7093121683],[-76.002623842,20.4479407425]]]","2021.11.30","Oceans",,,,,,
187,"Planned","World Ocean circulation","Total surface current_Tropical Atlantic","total-surface-current-tropical-atlantic-world-ocean-circulation","Tropical Altantic Total Surface Current,  contains the total surface current including CMEMS geostrophy and Ekman+Near-Inertial currents estimated from ERA5-10m winds with an empirically-adjusted 1D - depth model (Ubelmann et al., in prep)","https://www.worldoceancirculation.org/Products",,,,"Ocean surface currents (vector)","2018.01.01","2018.12.31","Tropical Atlantic","[[[-89.4913889096,-0.4101314918],[12.2761059784,-0.4101314918],[12.2761059784,20.4479407425],[-89.4913889096,20.4479407425],[-89.4913889096,-0.4101314918]]]","Planned","Oceans",,,,,,
188,"Planned","World Ocean circulation","Stokes drift estimation_Atlantic Ocean","stokes-drift-atlantic-world-ocean-circulation","Stokes drift estimation for the Atlantic","https://www.worldoceancirculation.org/Products","https://drive.google.com/file/d/1BKXPowKI8Tpnv2zUmbd3Iy4BEG8GDG0Q/view?usp=sharing",,,"Ocean surface currents (vector)","2011.01.01","2018.12.31","Atlantic Ocean","[[[-89.4913889096,-57.9204174532],[12.2761059784,-57.9204174532],[12.2761059784,49.8937187295],[-89.4913889096,49.8937187295],[-89.4913889096,-57.9204174532]]]","Planned","Oceans",,,,,,
189,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Point Product(EOLIS POINTS)_Greenland_Cryosat","land-ice-elevation-point-greenland-cryotop-evolution","Point product containing a cloud of elevations with an associated uncertainty in geo spatial units. The thematic point product is published on a monthly basis once the Uncertainty calculation is complete.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_POINT/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Greenland","[[[-73,59],[-11,59],[-11,84],[-73,84],[-73,59]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
190,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Point Product(EOLIS POINTS)_Antarctica_Cryosat","land-ice-elevation-point-antarctica-cryotop-evolution","Point product containing a cloud of elevations with an associated uncertainty in geo spatial units. The thematic point product is published on a monthly basis once the Uncertainty calculation is complete.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_POINT/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Antarctica","[[[-180,-88],[180,-88],[180,-61],[-180,-61],[-180,-88]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
191,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Point Product(EOLIS POINTS)_Iceland_Cryosat","land-ice-elevation-point-iceland-cryotop-evolution","Point product containing a cloud of elevations with an associated uncertainty in geo spatial units. The thematic point product is published on a monthly basis once the Uncertainty calculation is complete.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_POINT/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Iceland","[[[-24.5,63],[-13.5,63],[-13.5,67],[-24.5,67],[-24.5,63]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
192,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Point Product(EOLIS POINTS)_Svalbard_Cryosat","land-ice-elevation-point-svalbard-cryotop-evolution","Point product containing a cloud of elevations with an associated uncertainty in geo spatial units. The thematic point product is published on a monthly basis once the Uncertainty calculation is complete.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_POINT/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Svalbard","[[[5,76],[36,76],[36,81],[5,81],[5,76]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
193,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Point Product(EOLIS POINTS)_Russian Arctic_Cryosat","land-ice-elevation-point-russian-arctic-cryotop-evolution","Point product containing a cloud of elevations with an associated uncertainty in geo spatial units. The thematic point product is published on a monthly basis once the Uncertainty calculation is complete.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_POINT/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Russian Arctic","[[[38,70],[112,70],[112,82],[38,82],[38,70]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
194,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Point Product(EOLIS POINTS)_Arctic Canada North_Cryosat","land-ice-elevation-point-arctic-canada-north-cryotop-evolution","Point product containing a cloud of elevations with an associated uncertainty in geo spatial units. The thematic point product is published on a monthly basis once the Uncertainty calculation is complete.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_POINT/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Arctic Canada North","[[[-118,73],[-63,73],[-63,84],[-118,84],[-118,73]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
195,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Point Product(EOLIS POINTS)_Arctic Canada South_Cryosat","land-ice-elevation-point-arctic-canada-south-cryotop-evolution","Point product containing a cloud of elevations with an associated uncertainty in geo spatial units. The thematic point product is published on a monthly basis once the Uncertainty calculation is complete.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_POINT/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Arctic Canada South","[[[-88,57],[-59,57],[-59,75],[-88,75],[-88,57]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
196,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Point Product(EOLIS POINTS)_Southern Andes_Cryosat","land-ice-elevation-point-southern-andes-cryotop-evolution","Point product containing a cloud of elevations with an associated uncertainty in geo spatial units. The thematic point product is published on a monthly basis once the Uncertainty calculation is complete.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_POINT/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Southern Andes","[[[-75,-56],[-67,-56],[-67,-26],[-75,-26],[-75,-56]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
197,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Gridded Product_Greenland_Cryosat","land-ice-elevation-grid-greenland-cryotop-evolution","Gridded product containing a spatial interpolation of the point product onto a uniform grid of elevation and uncertainty. The gridded product is published on a monthly basis with one product per region on a 2km grid in polar stereographic coordinates. The monthly product contains 3 months of data on a rolling basis each month and uses the Thematic point product as its input. For example, the January 2020 gridded product will contain point data for a window starting on 1st December 2019 and ending on 29th February 2020.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_GRID/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Greenland","[[[-73,59],[-11,59],[-11,84],[-73,84],[-73,59]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
198,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Gridded Product_Antarctica_Cryosat","land-ice-elevation-grid-antarctica-cryotop-evolution","Gridded product containing a spatial interpolation of the point product onto a uniform grid of elevation and uncertainty. The gridded product is published on a monthly basis with one product per region on a 2km grid in polar stereographic coordinates. The monthly product contains 3 months of data on a rolling basis each month and uses the Thematic point product as its input. For example, the January 2020 gridded product will contain point data for a window starting on 1st December 2019 and ending on 29th February 2020.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_GRID/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Antarctica","[[[-180,-88],[180,-88],[180,-61],[-180,-61],[-180,-88]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
199,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Gridded Product_Iceland_Cryosat","land-ice-elevation-grid-iceland-cryotop-evolution","Gridded product containing a spatial interpolation of the point product onto a uniform grid of elevation and uncertainty. The gridded product is published on a monthly basis with one product per region on a 2km grid in polar stereographic coordinates. The monthly product contains 3 months of data on a rolling basis each month and uses the Thematic point product as its input. For example, the January 2020 gridded product will contain point data for a window starting on 1st December 2019 and ending on 29th February 2020.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_GRID/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Iceland","[[[-24.5,63],[-13.5,63],[-13.5,67],[-24.5,67],[-24.5,63]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
200,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Gridded Product_Svalbard_Cryosat","land-ice-elevation-grid-svalbard-cryotop-evolution","Gridded product containing a spatial interpolation of the point product onto a uniform grid of elevation and uncertainty. The gridded product is published on a monthly basis with one product per region on a 2km grid in polar stereographic coordinates. The monthly product contains 3 months of data on a rolling basis each month and uses the Thematic point product as its input. For example, the January 2020 gridded product will contain point data for a window starting on 1st December 2019 and ending on 29th February 2020.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_GRID/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Svalbard","[[[5,76],[36,76],[36,81],[5,81],[5,76]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
201,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Gridded Product_Russian Arctic_Cryosat","land-ice-elevation-grid-russian-arctic-cryotop-evolution","Gridded product containing a spatial interpolation of the point product onto a uniform grid of elevation and uncertainty. The gridded product is published on a monthly basis with one product per region on a 2km grid in polar stereographic coordinates. The monthly product contains 3 months of data on a rolling basis each month and uses the Thematic point product as its input. For example, the January 2020 gridded product will contain point data for a window starting on 1st December 2019 and ending on 29th February 2020.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_GRID/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Russian Arctic","[[[38,70],[112,70],[112,82],[38,82],[38,70]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
202,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Gridded Product_Arctic Canada North_Cryosat","land-ice-elevation-grid-arctic-canada-north-cryotop-evolution","Gridded product containing a spatial interpolation of the point product onto a uniform grid of elevation and uncertainty. The gridded product is published on a monthly basis with one product per region on a 2km grid in polar stereographic coordinates. The monthly product contains 3 months of data on a rolling basis each month and uses the Thematic point product as its input. For example, the January 2020 gridded product will contain point data for a window starting on 1st December 2019 and ending on 29th February 2020.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_GRID/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Arctic Canada North","[[[-118,73],[-63,73],[-63,84],[-118,84],[-118,73]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
203,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Gridded Product_Arctic Canada South_Cryosat","land-ice-elevation-grid-arctic-canada-south-cryotop-evolution","Gridded product containing a spatial interpolation of the point product onto a uniform grid of elevation and uncertainty. The gridded product is published on a monthly basis with one product per region on a 2km grid in polar stereographic coordinates. The monthly product contains 3 months of data on a rolling basis each month and uses the Thematic point product as its input. For example, the January 2020 gridded product will contain point data for a window starting on 1st December 2019 and ending on 29th February 2020.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_GRID/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Arctic Canada South","[[[-88,57],[-59,57],[-59,75],[-88,75],[-88,57]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
204,"ONGOING","CryoTop Evolution","Land Ice Elevation Thematic Gridded Product_Southern Andes_Cryosat","land-ice-elevation-grid-southern-andes-cryotop-evolution","Gridded product containing a spatial interpolation of the point product onto a uniform grid of elevation and uncertainty. The gridded product is published on a monthly basis with one product per region on a 2km grid in polar stereographic coordinates. The monthly product contains 3 months of data on a rolling basis each month and uses the Thematic point product as its input. For example, the January 2020 gridded product will contain point data for a window starting on 1st December 2019 and ending on 29th February 2020.","ftp://science-pds.cryosat.esa.int/TEMPO_SWATH_GRID/","https://cryotempo-eolis.org/wp-content/uploads/2021/12/CryoTempo-ThematicProduct-ProductHandbook_Issue2.1.pdf",,,"Ice sheet topography","2010.01.01","2021.12.31","Southern Andes","[[[-75,-56],[-67,-56],[-67,-26],[-75,-26],[-75,-56]]]","2021.12.01","Cryosphere",,,,,,"CryoSat"
205,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 3 Chl-a, 300m daily and monthly","l3-chla-daily-eo4sibs","Switching algorithm: regional version of the OC4 algorithm in clear waters and NN-C2RCC algorithm for turbid waters","http://www.eo4sibs.uliege.be/map/map.php?product=Ocean%20Colour%20(scale%20factor:%200.01)&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_DUM_ATBD_OceanColour.pdf",,,"Ocean chlorophyll concentration","2016.04.01","2017.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
206,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 3 Suspended Particulate Matter, 300m, daily and monthly","l3-spm-daily-eo4sibs","Regional version of the Nechal 2010 algorithm, based on Terrasigna field data","http://www.eo4sibs.uliege.be/map/map.php?product=Ocean%20Colour%20(scale%20factor:%200.01)&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_DUM_ATBD_OceanColour.pdf",,,"Ocean suspended sediments concentration","2016.04.01","2017.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
207,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 3 Turbidity, 300m, daily and monthly","l3-turbidity-daily-monthly-eo4sibs","Regional version of the Dogliotti et al. (2015) algorithm, based on Terrasigna field data","http://www.eo4sibs.uliege.be/map/map.php?product=Ocean%20Colour%20(scale%20factor:%200.01)&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_DUM_ATBD_OceanColour.pdf",,,"Ocean Diffuse Attenuation Coefficient (DAC)","2016.04.01","2017.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
208,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 4 Ocean Colour products Chl-a, 300m, daily","l4-chla-eo4sibs","Switching algorithm: regional version of the OC4 algorithm in clear waters and NN-C2RCC algorithm for turbid waters","http://www.eo4sibs.uliege.be/map/map.php?product=Ocean%20Colour%20(scale%20factor:%200.01)&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_DUM_ATBD_OceanColour.pdf",,,"Ocean chlorophyll concentration","2016.04.01","2017.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
209,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level-3 Cryosat-2 [2011, 2019] along-track 5Hz product, sea level anomaly, ~1km resolution.","l3-cryosat2-sea-level-anomaly-eo4sibs","Along-track Sea Sevel Anomaly (SLA) and derivate/complementary variables. The processing use upstream L2 products with 20Hz sampling and includes : # a multi-mission cross-calibration processing aiming to reduce global and regional biases observed between measurement from different altimeter missions # a low-pass filtering aiming to remove short wavelength signal dominated by residual measurement noises. # a sub-sampling to reach the 5Hz final sampling","http://www.eo4sibs.uliege.be/map/map.php?product=product&is_netcdf=","http://www.eo4sibs.uliege.be/doc/EO4SIBS_D4.2_AltimetryL3_DUM_v1.1.pdf",,,"Sea surface height anomaly","2011.01.01","2019.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
210,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level-3 Sentinel-3A [mid 2016, 2018] along-track 5Hz product, sea level anomaly, ~1km resolution","l3-s3-sea-level-anomaly-eo4sibs","Along-track Sea Sevel Anomaly (SLA) and derivate/complementary variables. The processing use upstream L2 products with 20Hz sampling and includes : # a multi-mission cross-calibration processing aiming to reduce global and regional biases observed between measurement from different altimeter missions # a low-pass filtering aiming to remove short wavelength signal dominated by residual measurement noises. # a sub-sampling to reach the 5Hz final sampling","http://www.eo4sibs.uliege.be/map/map.php?product=product&is_netcdf=","http://www.eo4sibs.uliege.be/doc/EO4SIBS_D4.2_AltimetryL3_DUM_v1.1.pdf",,,"Sea surface height anomaly","2016.01.01","2018.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
